Category,Recommended action,Your decision,Monday card ID,Order number,Card name,Monday board,Exists on Monday,Status,Invoice / PO,Order date,Last seen,Why it is here,Your notes
"Historical shipped card","Keep for review","","6146978055","240213","AFD / 240213 (7/31)","Shipped Orders AKF","Yes","In Progress (100%)","","2024-02-27","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6525309918","240412","EvensonBest / 240412","Shipped Orders AKF","Yes","In Progress (63%)","","2024-04-25","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6778056796","240602","HiTouch / 240602","Shipped Orders AKF","Yes","Shipped","","2024-06-05","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6778858440","240603","City Of Greenville / 240603","Shipped Orders AKF","Yes","Shipped","","2024-06-05","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6786824716","240604","Commonwealth Court of PA / 240604","Shipped Orders AKF","Yes","Shipped","","2024-06-06","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6828533556","240608","CFI / 240608","Shipped Orders AKF","Yes","Shipped","","2024-06-13","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6839336589","240610","Soyka Smith Design Studios/ 240610","Shipped Orders AKF","Yes","In Progress (63%)","","2024-06-14","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6875980138","240611","Create Spaces / 240611","Shipped Orders AKF","Yes","Shipped","","2024-06-20","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6883749120","240613","Benhar Office / 240613","Shipped Orders AKF","Yes","Shipped","","2024-06-21","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6902730195","240614","Interior Elements / 240614","Shipped Orders AKF","Yes","Shipped","","2024-06-25","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","6903838023","240616","S-O-S / 240616","Shipped Orders AKF","Yes","Shipped","","2024-06-25","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7151116223","240801","Creative Office Resources / 240801","Shipped Orders AKF","Yes","Shipped","","2024-08-01","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7206524401","240804","CFI / 240804","Shipped Orders AKF","Yes","Shipped","","2024-08-06","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7863236524","240806","Inside Sources / 240806","Shipped Orders AKF","Yes","Shipped","","2024-08-14","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7307345729","240808","VA Gov/240808","Shipped Orders AKF","Yes","Shipped","","2024-08-23","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7306790046","240809","Dancker / 240809","Shipped Orders AKF","Yes","Shipped","","2024-08-27","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7463295221","240912","Benhar / 240912","Shipped Orders AKF","Yes","Shipped","","2024-09-19","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7471804843","240913","Miller's work/ 240913","Shipped Orders AKF","Yes","Shipped","","2024-09-20","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7474053752","240914","EvensonBest / 240914","Shipped Orders AKF","Yes","Shipped","","2024-09-20","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7482308680","240915","J.C. White / 240915","Shipped Orders AKF","Yes","In Progress (87%)","","2024-09-23","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7491724158","240916","Essex County Family Courts / 240916","Shipped Orders AKF","Yes","In Progress (87%)","","2024-09-24","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7510796119","240921","S-O-S / 240921","Shipped Orders AKF","Yes","In Progress (75%)","","2024-09-24","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7520132375","240923","S-O-S / 240923","Shipped Orders AKF","Yes","In Progress (51%)","","2024-09-24","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7544046584","241001","Conklin/241001","Shipped Orders AKF","Yes","Shipped","","2024-10-01","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7548579136","241002","BFI / 241002","Shipped Orders AKF","Yes","In Progress (87%)","","2024-10-02","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7549846291","241003","Henricksen / 241003","Shipped Orders AKF","Yes","In Progress (87%)","","2024-10-01","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7551277448","241004","Waldners / 241004","Shipped Orders AKF","Yes","Shipped","","2024-10-01","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7558315381","241005","S-O-S / 241005","Shipped Orders AKF","Yes","In Progress (75%)","","2024-10-02","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7566488544","241006","Red Thread / 241006","Shipped Orders AKF","Yes","Shipped","","2024-10-04","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7568350477","241007","BFI / 241007 (Already Ack by AF)","Shipped Orders AKF","Yes","In Progress (0%)","","2024-10-02","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7570544234","241008","Creative Office resources/241008","Shipped Orders AKF","Yes","In Progress (63%)","","2024-10-04","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7582237486","241009","W.B. Mason / 241009","Shipped Orders AKF","Yes","In Progress (87%)","","2024-10-07","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7582145076","241010","S-O-S / 241010","Shipped Orders AKF","Yes","Shipped","","2024-10-07","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7592363851","241013","S-O-S / 241013","Shipped Orders AKF","Yes","Shipped","","2024-07-12","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7607834078","241014","BFI / 241014","Shipped Orders AKF","Yes","Shipped","","2024-10-09","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7628343752","241015","CFI /","Shipped Orders AKF","Yes","Shipped","","2024-10-14","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7629896156","241017","Empire Office / 241017","Shipped Orders AKF","Yes","In Progress (87%)","","2024-10-07","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7637548624","241018","Empire Office / 241018","Shipped Orders AKF","Yes","In Progress (87%)","","2024-10-07","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7655149485","241021","Staples-Hi Touch / 241021","Shipped Orders AKF","Yes","Shipped","","2024-10-17","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7756142908","241026","Henrickson / 241026","Shipped Orders AKF","Yes","Shipped","","2024-10-31","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7811756281","241103","EvensonBest / 241103","Shipped Orders AKF","Yes","Shipped","","2024-11-08","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7842185840","241105","Thomas Interiors / 241105","Shipped Orders AKF","Yes","Shipped","","2024-11-13","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","8020331405","241107","Maryland Office Interiors / 241107","Shipped Orders AKF","Yes","Shipped","","2024-11-14","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","7990485095","241201","Waldner's/ 241201","Shipped Orders AKF","Yes","Shipped","","2024-12-04","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","8059921520","241204","Equipment Company 241204","Shipped Orders AKF","Yes","Shipped","","2024-12-16","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","8084685935","241209","Henricksen / 241209","Shipped Orders AKF","Yes","Shipped","","2024-12-18","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","8096682978","241211","S-O-S / 241211","Shipped Orders AKF","Yes","Shipped","","2024-12-20","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","8191145521","250108","Staples / 250108","Shipped Orders AKF","Yes","Shipped","","2025-01-08","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","8216164236","250109","MOI / 250109","Shipped Orders AKF","Yes","Shipped","","2025-01-10","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","8229995092","250111","Evenson Best / 250111","Shipped Orders AKF","Yes","Shipped","","2025-01-13","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Historical shipped card","Keep for review","","8246412895","250112","Waldner's / 250112","Shipped Orders AKF","Yes","Shipped","","2025-01-14","2026-05-13T07:32:24.461Z","Old Shipped-board card with no current Arnold order link.",""
"Pending / active Monday card","Keep for review","","12884168502","260812","Business Interiors / 260812","New Orders 2026","Yes","Not Started","","2026-08-24","2026-08-24T18:26:27.701Z","Active Monday card with no current Arnold order link.",""
